ID	A2ML1	AADACL4	AAMDC	AAR2	ABCA12	ABCB4	ABCB5	ABCB6	ABCC3	ABCC9	ABCE1	ABCF3	ABHD12	ABHD14B	ABLIM1	ABLIM3	ABT1	AC004076.1	AC005520.1	AC005832.4	AC006030.1	AC008764.4	AC010132.3	AC013470.2	AC027796.3	AC097636.1	AC106741.1	AC131160.1	AC132217.2	AC144573.1	ACAP2	ACBD5	ACE	ACMSD	ACO1	ACO2	ACP5	ACRV1	ACSBG1	ACSM5	ACSM6	ACTG1	ACTN1	ACTR3	ADAM12	ADAM15	ADAM19	ADAM32	ADAMTS18	ADAMTS7	ADAMTS8	ADCK2	ADCY2	ADCY8	ADD3	ADGRB3	ADGRD2	ADGRE2	ADGRE5	ADGRG7	ADGRL4	ADGRV1	ADH4	ADHFE1	ADK	ADNP	ADPRH	ADRB2	ADRM1	AEN	AFAP1L2	AGAP1	AGGF1	AGPS	AGR3	AGRN	AHCYL1	AHNAK	AK2	AK8	AKAP3	AKAP4	AKAP6	AKIP1	AKR1C1	AL121845.3	AL160272.2	AL365214.2	AL391628.1	AL445989.1	AL591806.2	AL669918.1	ALDH9A1	ALDOB	ALDOC	ALG10B	ALG2	ALG3	ALG6	ALKBH3	ALOX5AP	ALYREF	AMDHD1	AMPD3	ANGPTL2	ANGPTL5	ANKFY1	ANKLE2	ANKRD20A1	ANKRD24	ANKRD29	ANKRD36	ANKRD36C	ANO2	ANPEP	ANXA1	ANXA7	AP003108.2	AP3S1	AP3S2	APEH	APEX2	APH1A	APLN	APOBEC3B	APOBEC3G	APOBR	APOE	APOL1	APOL4	APPBP2	AQP10	AQP7	ARAP3	ARF4	ARFGAP2	ARHGAP11A	ARHGAP11B	ARHGAP24	ARHGAP32	ARHGDIG	ARHGEF17	ARHGEF19	ARL1	ARL15	ARL2.SNX15	ARL5C	ARL6IP6	ARMC4	ARMC6	ARMC9	ARPC3	ARPC4	ARPP21	ARSA	ARSI	ARSL	ART4	ASAH2	ASAP1	ASB12	ASCC3	ASF1B	ASIC4	ASPH	ASPM	ATAD2	ATAD5	ATG9B	ATIC	ATP11A	ATP11C	ATP13A4	ATP1B2	ATP1B3	ATP2A3	ATP2B1	ATP4B	ATP5F1D	ATP5MC2	ATP5ME	ATP6V0A4	ATP9B	ATR	ATRAID	ATRIP	ATXN7	AUNIP	AURKA	AVPI1	AWAT1	AZU1	B3GAT2	B3GNT7	B3GNT8	B4GALNT2	B4GALT3	B4GALT7	B4GAT1	BACH2	BAG3	BAG5	BAHD1	BAIAP3	BANK1	BASP1	BATF2	BAX	BAZ1B
TCGA-DU-A5TT-01	7.742	0	1.585	19.541	0.044	0.131	0.003	0.156	0.37	3.489	6.348	10.114	24.429	3.709	17.481	4.093	6.568	0.154	0	0	0.004	0.011	0	2.927	0.002	0.013	0	0.018	0	0	3.796	6.096	0.291	0.342	10.046	7.809	0.233	0.2	1.265	5.271	0.004	463.906	11.621	8.776	0.837	16.808	0.719	0.608	0.116	0.316	3.253	13.937	6.804	20.169	71.767	3.436	2.494	0.253	4.389	0.017	2.07	0.751	0.053	0.402	8.521	13.821	1.007	1.341	19.836	1.851	3.768	4.359	8.312	3.782	12.315	11.158	106.716	19.237	7.764	8.106	1.549	0	1.914	10.403	0.495	0	0.015	0	0.009	0.019	0.024	0	53.27	0.103	218.915	0.986	8.808	6.724	3.113	7.311	13.26	31.64	0.133	1.514	10.915	0.088	7.977	3.978	0.002	2.05	0.411	0.166	0.283	0.176	0.532	95.574	28.761	0.043	18.95	3.139	9.351	10.953	59.432	27.818	0.231	0.848	2.261	690.584	1.99	2.185	6.387	0.005	0.03	5.956	34.626	17.125	0.364	0.033	0.797	6.134	6.269	9.669	0.417	20.71	6.788	0.005	0.012	4.952	2.94	11.574	2.483	37.808	23.873	1.496	6.689	0.477	2.807	0.015	0.049	9.981	0.021	2.176	2.685	1.325	6.546	0.321	2.674	0.438	0.953	14.999	2.397	1.942	13.656	173.223	26.363	0.572	10.553	0	34.058	60.55	8.892	0.05	0.724	0.646	41.237	0.636	0.52	0.554	1.092	6.63	0	0.029	3.463	0.768	0.353	0	11.032	7.177	87.826	0.465	23.747	8.554	4.403	53.971	0.947	32.103	1.446	16.729	25.44
TCGA-DH-A7UV-01	0.512	0	2.818	15.449	0.033	0.651	0	0.586	0.236	3.789	6.213	11.452	20.5	6.329	36.859	12.893	6.503	0.193	0	0	0.016	0.01	0	0	0.013	0.008	0	0.002	0	0	6.804	16.9	0.572	0.074	8.441	19.936	0.283	0.089	3.738	2.145	0	690.584	7.092	11.843	0.067	8.581	1.079	0.142	0.099	0.3	1.97	7.154	10.184	9.914	33.77	13.88	0.002	1.02	2.54	0	3.305	3.489	0.024	1.629	7.859	15.872	1.576	1.505	13.26	1.396	10.148	9.351	3.665	6.231	0.025	20.833	218.915	47.912	8.157	1.114	1.139	0	8.361	9.669	1.923	0	0.002	0.007	0.01	0	0.021	0	46.835	0.078	318.823	1.437	6.096	4.761	1.568	6.134	4.548	12.992	0.185	2.282	158.854	0.067	14.314	3.542	0.043	1.612	0.598	0.641	0.973	0.204	0.724	10.915	38.728	0.051	11.621	4.639	14.451	5.236	44.705	22.819	0.108	0.338	1.106	1506.178	1.514	0.143	8.184	0	0.038	3.178	54.747	19.743	0.296	0.02	2.294	13.425	5.525	24.429	0.423	10.594	3.789	0.01	0.011	6.689	0.188	8.892	0.679	27.662	17.203	5.921	9.188	0.291	0.631	0.035	0.206	14.257	0.033	4.093	0.541	30.573	9.382	0.056	3.292	0.495	0.103	9.707	7.007	2.156	6.568	275.465	36.595	0.426	6.788	0.03	25.44	61.477	4.714	0.09	1.674	0.929	29.486	1.341	1.827	0.335	0.703	6.649	0.007	0.267	1.905	0.622	0.135	0	7.787	4.02	83.035	1.455	24.567	11.158	6.269	17.731	0.045	77.139	0.492	11.968	19.435
TCGA-S9-A6U5-01	1.887	0.013	4.492	15.122	0.071	0.309	0	0.43	0.622	2.319	7.675	13.101	32.352	10.363	40.876	20.602	6.716	0.113	0	0	0.016	0	0	0	0.005	0	0	0.007	0	0	7.007	9.505	0.646	0.049	8.211	18.404	17.565	0.085	11.277	1.373	0.008	690.584	5.525	9.809	0.465	8.441	1.114	0.071	0.004	0.375	0.911	12.113	11.843	12.504	38.091	13.539	0.004	0.355	3.991	0	1.086	23.22	0	4.432	7.787	11.241	1.04	1.175	19.743	6.63	25.276	7.05	5.12	6.467	0	14.933	111.654	25.731	4.036	2.397	2.02	0	7.198	11.884	1.838	0.013	0.065	0	0.011	0	0	0	51.118	0.275	463.906	1.463	7.859	7.809	1.325	5.938	5.303	26.363	0.52	2.111	77.139	0.095	16.323	3.502	0.004	3.557	0.947	0.353	0.411	0.387	0.261	9.252	33.035	0.055	9.091	7.261	21.991	6.425	39.062	18.305	0.174	0.675	4.936	1506.178	3.542	0.655	6.767	0	0.139	1.146	49.177	26.037	0.195	0.015	0.768	5.815	5.072	20.5	0.316	11.196	4.317	0	0	6.08	0.218	11.075	1.106	31.408	20.283	8.312	10.482	0.42	1.594	0.008	0.114	8.95	0.345	6.446	0.719	26.687	5.541	0.081	1.745	0.379	0.1	18.95	4.289	1.269	11.665	275.465	29.704	0.698	5.37	0.014	44.266	65.301	16.409	0.121	1.665	0.689	35.76	2.361	1.549	0.18	0.864	7.742	0.015	0.143	6.348	0.751	0.189	0	6.945	7.092	83.035	1.139	50.515	9.007	7.069	6.269	0.068	57.39	2.228	15.515	14.785
TCGA-DU-6397-02	0.104	0	3.895	21.755	0.055	1.309	0.003	0.546	0.194	1.905	12.839	16.172	26.363	12.644	16.808	7.909	10.184	0.096	0	0	0	0	0	0	0.005	0	0	0.023	0	0	6.568	9.22	5.902	0.082	5.642	12.315	2.915	0.512	0.402	0.414	0.009	1506.178	6.649	12.363	3.101	14.382	2.351	0.086	0.151	2.02	0.452	22.595	9.981	0.384	19.936	6.024	0	0.182	8.521	0.006	10.291	0.679	0	1.183	8.211	19.541	0.864	0.473	18.212	6.67	35.182	8.029	5.728	6.925	0.021	62.682	23.477	3.369	5.043	0.262	1.026	0	4.331	16.9	1.007	0	0.01	0	0.012	0	0.013	0	24.567	0.135	38.728	2.271	5.405	13.26	1.54	9.252	1.358	47.351	0.076	0.936	218.915	0.044	7.111	4.093	0.004	5.66	0.123	0.255	0.55	0.251	2.197	7.675	26.525	0.074	13.656	4.15	24.294	7.05	55.453	45.799	0.785	0.433	1.131	371.1	5.626	1.277	7.286	0	0.019	4.08	63.921	31.408	3.061	0.146	4.872	4.246	5.439	11.843	0.802	11.665	7.333	0	0	6.945	0.099	15.872	1.7	27.818	27.482	6.155	4.906	0.367	0.859	0.067	0.267	17.125	0.161	4.761	6.525	71.767	5.868	1.191	5.492	0.947	0.195	25.731	3.964	2.976	1.709	193.297	39.388	0.881	5.088	0.082	46.835	147.167	13.153	2.88	1.48	0.78	32.806	4.359	2.009	0.577	3.463	8.157	0	0.098	0.314	0.33	0.193	0.003	17.203	7.742	102.515	1.153	6.906	7.977	8.554	0.911	0.097	23.747	3.292	22.23	17.652
TCGA-WY-A859-01	1.856	0	2.33	13.425	0.021	0.117	0	0.445	0.126	0.577	4.714	16.49	34.626	4.761	17.289	5.386	7.357	0.193	0.001	0	0	0	0	0	0.006	0.009	0	0.002	0	0	1.923	7.22	0.25	0.059	7.564	20.5	0.082	0.481	8.13	0.594	0.027	690.584	9.252	8.491	0.052	5.626	1.222	0.102	0.028	0.261	6.568	10.44	8.264	13.314	27.019	11.277	0.01	0.055	0.854	0	0.586	2.506	0	3.32	5.236	13.26	0.431	1.065	18.305	1.629	4.655	11.363	4.7	4.276	0	21.418	98.74	10.594	5.104	0.966	1.206	0	7.424	5.66	1.341	0.001	0	0	0.015	0	0	0	22.347	0.396	463.906	0.541	6.231	5.525	1.54	4.84	4.671	29.914	0.165	1.576	18.568	0.033	6.192	3.782	0.026	10.994	1.167	0.375	0.613	0.063	0.358	1.463	26.183	0.078	16.971	4.08	21.991	4.744	32.806	8.607	0.047	0.172	0.746	1506.178	0.79	0.078	6.043	0.004	0.281	0.986	35.458	21.063	0.289	0.009	1.236	9.707	39.388	14.855	0.145	12.058	5.938	0	0.043	6.269	0.065	12.113	1.878	24.158	27.482	7.931	7.54	1.001	0.929	0.009	0.122	8.157	0.128	1.808	1.754	5.868	5.136	0.16	2.208	0.641	0.273	17.384	2.853	0.59	7.742	193.297	27.989	0.325	18.753	0.013	49.878	35.182	11.621	0.017	1.665	0.631	21.178	1.638	0.911	1.215	0.98	13.37	0.013	0.741	5.815	0.226	0.095	0.002	8.002	6.689	136.028	1.412	14.067	10.363	6.822	16.323	0.1	158.854	0.316	14.638	14.314
TCGA-DB-A64P-01	0.708	0	2.384	16.249	0.096	0.495	0	0.558	0.148	4.84	9.541	14.933	27.482	6.864	27.662	14.52	7.564	0.2	0	0	0.021	0.022	0	0.014	0	0.008	0	0	0	0	6.986	10.363	1.02	0.036	9.317	25.731	2.02	0.147	8.029	1.199	0	690.584	6.348	11.409	0.101	11.711	0.825	0.052	0.006	0.333	1.603	11.927	13.153	7.261	40.463	11.884	0	0.137	1.914	0	3.383	2.427	0	3.768	7.357	14.067	1.131	1.558	13.937	5.104	10.291	6.08	4.639	5.728	0	14.19	87.826	18.016	4.389	1.683	2.617	0	7.132	13.101	2.176	0	0	0.017	0.006	0	0	0	49.177	0.281	318.823	1.612	8.002	6.788	1.514	6.387	6.588	36.319	0.273	1.933	193.297	0.06	11.158	4.036	0.033	2.06	0.532	0.311	0.659	0.197	0.966	2.758	32.806	0.068	12.644	5.902	22.119	6.925	46.298	30.12	0.39	0.508	1.404	886.982	4.12	0.35	8.638	0	0.078	1.656	52.523	25.276	1.691	0.118	5.37	6.192	4.671	15.654	0.226	12.504	3.345	0	0.053	9.063	0.1	11.843	1.052	30.971	20.5	6.804	4.346	0.206	0.746	0.025	0.291	10.184	0.092	5.558	3.907	54.747	9.505	0.459	5.626	0.911	0.058	19.435	3.101	1.236	5.136	218.915	35.182	0.411	5.12	0.017	35.76	71.767	3.95	0.047	1.867	0.719	36.044	2.351	1.388	0.393	2.145	10.553	0	0.102	3.542	0.524	0.087	0	10.634	5.676	111.654	0.842	22.473	11.792	6.446	5.439	0.025	55.453	2.05	14.999	16.9
TCGA-DU-8162-01	1.079	0.007	1.222	8.468	0.123	0.184	0	0.087	0.126	2.83	8.666	10.323	21.418	3.448	28.761	5.797	4.595	0.064	0	0.015	0.004	0	0.002	0.002	0.001	0.023	0	0.047	0	0	4.359	8.554	0.608	0.058	7.007	20.384	0.188	0.293	8.748	1.175	0.018	690.584	11.884	11.241	0.499	9.252	3.624	0.085	1.404	0.225	5.868	8.724	8.361	5.37	35.76	17.731	0.004	0.161	4.08	0.002	3.665	2.341	0	0.813	5.236	14.126	1.065	2.156	12.113	2.904	5.921	21.642	3.796	5.476	0.011	12.943	80.932	13.101	4.289	0.689	0.736	0	11.843	6.467	0.923	0	0.014	0	0.007	0	0.026	0	31.408	0.175	158.854	1.366	5.525	2.927	1.381	4.906	7.882	14.257	0.14	4.065	10.482	0.148	8.441	2.617	0.02	3.57	1.277	0.361	0.87	0.207	0.323	8.892	33.035	0.022	16.03	3.851	13.713	3.421	28.563	16.971	0.396	0.452	0.646	243.966	2.09	0.898	8.837	0.005	0.06	3.215	41.659	19.435	0.854	0.039	1.124	11.711	23.077	15.385	0.399	19.237	6.425	0.004	0.033	2.94	0.198	6.689	1.745	26.525	18.212	8.338	5.218	0.708	0.714	0.001	0.151	11.533	0.062	3.204	1.269	2.841	6.485	0.439	2.747	0.291	0.24	16.172	5.405	1.288	5.676	371.1	28.191	0.473	32.593	0.016	18.568	32.352	5.626	0.041	1.961	0.96	18.667	0.848	1.206	0.586	1.16	7.333	0.027	0.088	2.574	2.758	0.082	0.003	6.286	3.305	117.817	0.936	12.79	12.694	4.562	29.914	0.335	147.167	0.703	8.211	20.71
TCGA-DB-A4XC-01	2.341	0	1.284	15.385	0.03	0.142	0.004	0.459	0.094	1.332	7.22	13.041	28.962	5.088	40.112	12.79	6.249	0.097	0	0	0.005	0	0	0	0	0.01	0	0	0	0	4.857	9.945	0.212	0.037	6.114	15.122	0.442	0.174	5.797	4.331	0	690.584	3.978	8.056	0.091	7.447	0.436	0.083	0.026	0.185	5.99	6.845	12.644	16.9	71.767	15.185	0.033	0.114	0.966	0	0.651	9.091	0	2.651	8.892	17.044	0.942	3.345	11.497	1.269	2.239	8.554	4.777	4.535	0.018	23.22	243.966	53.27	7.111	1.683	2.197	0	9.123	7.404	0.986	0	0	0.015	0.005	0	0	0	40.876	0.481	275.465	1.412	5.938	4.093	1.316	5.815	11.116	21.063	0.244	2.471	41.659	0.041	16.03	4.671	0.055	3.57	0.335	0.554	0.641	0.221	0.22	2.219	29.119	0.039	8.264	5.642	17.481	5.136	48.499	12.315	0.195	0.825	1.072	1506.178	1.691	1.301	8.184	0.009	0.024	1.656	42.469	27.818	0.703	0.04	1.358	18.568	5.405	22.473	0.333	11.032	2.723	0.009	0.018	8.95	0.193	9.007	1.099	27.019	18.016	8.748	9.841	0.524	0.314	0.024	0.124	12.269	0.057	3.476	2.123	20.169	7.809	0.379	4.036	0.808	0.201	13.314	4.178	1.261	16.729	193.297	21.991	0.598	9.22	0	22.958	45.204	2.563	0.026	1.549	0.581	26.525	1.846	1.7	0.33	1.007	6.588	0	0.364	7.492	0.231	0.153	0	7.239	4.12	117.817	0.646	37.808	10.869	4.303	30.12	0.111	67.615	1.013	14.003	19.338
TCGA-S9-A89Z-01	0.04	0	4.857	20.062	0.06	0.35	0.015	0.307	0.631	0.182	9.283	16.03	33.77	7.333	17.731	6.096	8.312	0.203	0	0	0.006	0	0	0.004	0	0.003	0	0.004	0	0	3.101	10.184	1.488	0.035	7.764	13.207	1.183	0.408	1.199	2.351	0	690.584	31.867	21.867	0.158	7.132	1.933	0.966	0.007	2.574	3.585	14.126	14.586	1.124	16.808	3.709	0.002	0.52	3.113	0	4.461	0.881	0.04	0.859	7.717	17.125	1.905	2.999	19.044	3.502	1.514	3.363	6.804	6.286	0	24.158	41.237	28.761	8.468	1.325	0.763	0	6.503	7.286	1.381	0	0.006	0	0.018	0	0.007	0	22.595	0.245	59.432	1.463	10.148	10.218	2.294	5.815	35.76	42.469	0.159	2.07	37.808	0.081	8.638	4.12	0.142	1.827	0.309	0.342	0.617	0.14	0.636	95.574	28.962	0.1	15.061	3.383	19.936	8.417	44.705	126.158	0.257	1.153	2.88	886.982	6.366	7.809	6.67	0.007	0.094	1.754	93.08	12.315	1.358	0.046	1.745	5.868	6.192	14.382	0.558	14.451	9.505	0	0.021	9.351	0.051	11.158	1.215	38.728	29.704	2.372	7.007	1.446	0.608	0.012	0.109	14.999	0.029	3.921	3.865	6.249	4.936	0.911	3.074	0.768	0.09	13.101	3.061	2.552	1.206	62.682	49.177	0.477	4.579	0.025	32.103	45.204	10.016	0.066	2.111	0.78	52.523	2.94	1.585	0.516	2.46	4.403	0.01	0.417	0.59	1.48	0.226	0	6.845	6.606	77.139	1.914	15.385	12.411	6.525	8.892	0.085	71.767	1.366	25.276	19.435
TCGA-HT-7611-01	2.927	0	2.617	15.804	0.111	0.397	0	0.204	0.746	6.945	9.841	13.539	31.177	5.902	45.799	14.933	6.213	0.097	0	0	0.018	0.038	0	0.159	0.01	0.012	0	0.007	0	0	6.024	12.992	0.212	0.05	8.211	13.425	0.696	1.229	2.324	9.914	0	886.982	10.79	10.994	0.168	8.029	1.026	0.083	0.055	0.59	0.42	8.468	25.44	58.336	106.716	11.158	0.053	0.242	1.455	0	1.183	1.594	0	1.961	15.872	15.952	1.013	4.418	13.821	1.709	1.674	5.354	4.794	6.63	0	20.062	318.823	80.932	8.521	6.062	2.853	0	11.452	10.016	5.607	0	0.034	0	0.009	0	0.011	0	49.878	0.231	147.167	1.933	7.111	4.966	1.468	6.886	10.44	22.23	0.298	2.77	59.432	0.019	22.709	2.271	0.094	2.029	0.387	0.622	0.665	0.173	0.163	38.091	35.76	0.044	9.317	5.66	20.384	5.99	51.76	13.595	0.375	1.034	1.373	1506.178	2.674	3.396	9.283	0	0.062	0.986	54.747	24.567	0.529	0.011	1.952	7.586	2.867	13.762	0.408	12.269	4.359	0	0.033	7.261	0.646	8.979	1.867	24.294	14.855	2.04	5.507	1.923	0.381	0.014	0.068	16.49	0.143	4.671	0.802	5.104	11.621	0.184	2.145	0.554	0.055	35.458	5.85	1.8	3.753	173.223	16.03	0.436	4.857	0	19.435	57.39	4.655	0.022	2.307	0.942	28.388	1.791	1.98	0.257	0.651	8.002	0	0.187	24.023	0.572	0.066	0	6.269	5.492	117.817	1.437	43.732	10.046	7.787	18.95	0.081	51.118	1.568	15.449	22.819
TCGA-DU-7008-01	0.751	0	2.607	20.5	0.059	0.279	0	0.238	0.082	1.269	7.54	13.101	21.755	4.966	25.594	17.922	8.239	0.229	0.004	0	0.016	0	0	0.009	0.003	0.003	0	0.005	0	0	7.586	10.079	0.302	0.032	8.724	14.586	0.22	0.37	3.585	1.923	0.006	690.584	3.991	10.517	0.255	6.503	0.802	0.081	0.011	0.189	2.09	15.515	14.314	12.839	41.237	15.256	0	0.126	0.736	0	1.146	3.709	0	2.437	6.485	18.95	0.622	3.529	16.249	2.351	25.875	7.404	5.271	6.568	0	12.058	275.465	23.22	6.062	1.373	1.856	0	12.739	10.016	0.154	0.005	0.045	0	0.011	0	0.009	0	43.226	0.245	463.906	1.647	6.329	6.231	2.271	8.607	5.476	40.463	0.15	0.953	173.223	0.013	12.504	3.24	0.037	2.927	0.414	0.512	0.837	0.06	0.289	2.33	23.477	0.057	10.669	5.218	16.9	6.406	50.515	7.632	0.182	0.397	0.665	1506.178	1.167	1.381	9.317	0	0.14	1.446	57.39	28.761	1.358	0.051	1.638	9.063	8.081	20.283	0.321	9.874	5.938	0	0.02	7.111	0.251	14.451	1.284	25.44	23.601	10.594	4.625	0.598	0.626	0.01	0.11	12.597	0	4.232	5.386	83.035	8.264	1.052	4.12	0.994	0.143	19.338	4.006	2.029	5.902	126.158	36.044	0.305	8.211	0	33.279	62.682	8.837	0.082	1.7	0.98	26.037	2.25	1.98	0.864	2.361	4.446	0.012	0.405	5.607	0.271	0.124	0	8.417	6.788	111.654	1.603	13.656	11.711	8.13	6.845	0.079	218.915	0.719	16.409	22.23
TCGA-TQ-A7RF-01	0.414	0	6.546	16.49	0.103	0.379	0	0.966	0.741	1.058	7.882	16.729	23.077	11.277	26.037	10.752	16.409	0.459	0	0	0.015	0	0	0	0	0	0	0	0	0	5.693	7.518	0.411	0.08	8.607	19.044	0.298	0.038	0.825	1.183	0	690.584	3.936	11.319	0.047	10.553	1.429	0.165	0.003	0.348	0.636	9.007	40.112	45.204	24.567	4.535	0.003	0.24	1.373	2.607	2.219	1.463	0.011	3.489	18.568	18.12	0.944	1.16	19.237	1.48	2.597	3.026	5.136	4.744	0	17.044	371.1	87.826	7.404	2.697	0.768	0	8.417	15.585	0.898	0.007	0.009	0	0.003	0	0	0	49.177	0.195	158.854	1.523	9.283	6.886	2.758	9.541	5.607	36.044	1.514	0.917	85.268	0.144	11.452	4.794	0.044	2.891	0.242	0.314	0.785	0.156	0.529	37.475	36.595	0.145	11.711	6.387	26.687	7.469	41.659	24.294	0.469	0.819	1.54	1506.178	1.887	0.302	6.966	0.022	0.032	2.33	66.451	33.279	0.184	0.05	4.206	6.525	5.287	5.422	0.35	14.382	3.24	0.011	0.007	6.096	0.255	9.22	0.893	28.761	22.347	5.405	6.588	2.494	1.366	0	0.123	7.787	0.067	1.709	0.736	15.385	15.317	0.021	1.7	0.608	0.118	37.177	3.476	1.838	6.308	243.966	34.907	0.296	4.906	0.053	54.747	63.921	16.9	0.084	2.197	0.881	42.821	3.738	2.09	0.289	0.848	10.291	0	0.063	4.303	0.161	0.059	0	10.713	6.606	193.297	0.622	32.806	5.575	9.47	12.463	0.027	34.058	3.19	10.482	20.283
TCGA-VM-A8CA-01	0.819	0.016	6.606	13.821	0.022	0.245	0	0.187	0.18	1.532	5.71	13.762	35.182	12.694	30.12	7.835	8.157	0.067	0	0	0.006	0	0	0	0.007	0	0	0	0	0	3.679	6.525	0.163	0.062	9.541	12.411	0.353	0.069	9.571	3.246	0	690.584	6.387	9.445	0.132	13.153	0.52	0.076	0.033	0.118	2.145	8.607	14.003	21.178	24.158	6.986	0.01	0.123	3.529	0	2.617	2.94	0.039	8.808	5.66	9.602	1.261	4.05	22.819	5.744	4.744	5.026	4.714	3.585	0	7.632	193.297	19.541	6.467	2.663	1.576	0	4.872	13.713	10.869	0.022	0.019	0	0.009	0	0.023	0	46.298	0.116	371.1	1.007	9.123	5.781	1.013	10.517	12.058	40.463	0.532	2.134	14.257	0.203	5.254	3.753	0	4.609	0.87	0.11	0.236	0.143	1.656	7.424	37.808	0.053	16.808	6.043	22.473	5.85	45.204	12.644	0.306	1.146	1.621	1506.178	8.239	0.714	4.966	0.08	0.056	2.952	38.396	32.352	0.135	0.029	0.572	4.006	27.019	10.291	0.516	13.656	2.552	0	0.008	7.198	0.253	9.351	1.052	39.062	36.044	5.797	5.507	0.207	2.02	0.019	0.061	5.01	0.212	2.563	0.231	6.906	11.927	0.032	1.8	0.399	0.269	23.477	1.496	1.058	9.874	275.465	33.035	0.808	6.689	0	59.432	62.682	26.525	0.102	1.139	0.387	39.388	1.585	1.02	0.414	0.736	11.843	0.017	0.182	6.503	0.317	0.247	0	8.979	9.252	158.854	0.682	57.39	8.724	5.271	4.135	0.036	102.515	1.183	15.061	10.046
TCGA-TM-A84T-01	0.751	0	2.904	16.323	0.04	0.373	0	0.686	0.066	1.309	9.007	12.79	20.71	4.872	21.755	20.5	6.986	0.048	0.013	0	0.034	0.022	0.007	0.007	0.01	0	0	0.017	0	0	9.063	10.44	0.345	0.072	6.906	15.385	0.251	0.163	3.724	2.758	0	886.982	2.228	10.869	0.178	10.517	0.831	0.148	0.004	0.562	0.499	6.308	9.036	16.64	60.55	9.47	0.018	0.204	2.617	0.006	2.123	4.826	0.039	2.208	7.05	17.384	1.236	3.895	15.256	2.271	15.317	7.61	4.521	6.366	0	36.595	193.297	28.191	7.198	1.463	0.503	0	9.541	8.892	1.02	0	0	0	0.01	0	0.011	0	34.311	0.244	318.823	0.904	6.231	5.71	1.366	5.868	14.638	30.327	0.257	2.261	85.268	0.022	12.839	3.851	0.019	2.416	0.231	0.686	1.215	0.208	0.361	1.621	23.477	0.123	10.482	5.456	19.044	5.744	42.469	11.452	0	0.73	1.341	1506.178	2.101	0.172	9.775	0	0.16	1.603	44.266	26.863	0.439	0.081	1.131	8.867	4.006	23.747	0.277	9.22	3.796	0	0.07	9.602	0.131	13.153	1.034	27.989	21.294	7.54	7.518	1.007	0.309	0.005	0.238	14.586	0.118	4.093	0.646	20.384	6.134	0.116	3.357	1.001	0.086	18.016	7.261	1.764	9.945	173.223	24.84	0.307	2.77	0	35.458	78.952	8.666	0.051	1.813	0.944	28.761	2.54	1.656	0.298	0.808	7.492	0.033	0.911	9.914	0.492	0.094	0	7.742	5.386	98.74	1.781	24.023	10.218	8.106	7.22	0.008	75.157	0.953	22.23	20.169
TCGA-TM-A7C3-01	1.065	0.008	1.914	14.126	0.05	0.255	0.006	1.656	0.679	0.741	6.387	14.257	15.385	19.435	34.626	5.744	7.447	0.184	0.012	0.049	0.003	0	0.002	0.006	0.021	0	0	0.011	0.001	0	4.218	3.305	1.007	0.168	6.175	7.424	0.402	0.18	5.072	0.408	0.003	886.982	7.931	8.239	1.086	9.188	10.994	0.134	3.978	0.59	0.825	5.201	6.546	11.032	24.707	4.477	0.079	0.285	11.75	0.101	4.065	1.388	0.004	1.827	3.612	22.347	2.697	0.512	14.785	7.404	5.043	4.036	7.469	5.058	1.942	14.52	44.266	18.404	12.463	1.058	0.73	0	0.622	6.67	0.323	0.07	0	0	0.008	0	0.165	0	37.808	0.058	60.55	2.904	10.363	9.775	4.461	5.37	1.846	26.183	0.3	0.98	13.207	0.022	10.403	3.768	0.104	4.107	0.481	0.462	0.499	0.529	0.626	102.515	19.936	0.058	16.729	4.432	12.551	6.446	52.523	31.867	0.214	0.603	0.758	690.584	3.921	21.991	7.632	0	0.028	16.249	65.301	15.185	0.768	0.073	0.379	4.98	1.215	5.66	0.411	15.585	6.886	0	0.013	6.269	0.405	13.656	1.99	26.525	23.601	0.348	16.971	0.307	3.936	0.013	0.006	6.822	0.02	2.674	6.249	1.856	4.446	0.387	4.418	0.751	0.228	18.849	4.777	1.233	25.276	243.966	36.595	0.452	12.217	0	48.499	63.921	16.409	0.037	1.421	1.585	59.432	2.405	1.48	0.572	1.791	3.476	0.017	0.102	43.732	0.524	0.071	0	7.809	9.091	90.526	0.42	12.597	9.063	5.32	55.453	0.137	12.363	1.284	34.907	25.125
