"ID"	"Beta"	"HR"	"P-value"	"GP1"	"GP2"	"Hr-Inv-lst"	"Concordance"	"Std_Error"
"AFAP1L2"	"-0.859685780704747"	"0.423295068901413"	"0.00708873203202212"	"60"	"98"	"2.36241825966771"	"0.583468395461912"	"0.0445621952789214"
"AGAP1"	"1.93232939576293"	"6.90557734360125"	"0.00177502426129188"	"154"	"4"	"0.144810484372694"	"0.548784440842788"	"0.0299581934334883"
"AGGF1"	"0.701180913067097"	"2.01613217905465"	"0.0361380601835507"	"127"	"31"	"0.4959992258389"	"0.553646677471637"	"0.0384190618478526"
"AGPS"	"1.10274085366004"	"3.01241129777126"	"0.0389327130753461"	"151"	"7"	"0.331959981938672"	"0.536628849270665"	"0.0274320925113022"
"AGR3"	"0.748833115936603"	"2.11453116374375"	"0.0176073122149456"	"88"	"70"	"0.472918071460112"	"0.620745542949757"	"0.0420539146124946"
"AGRN"	"1.96111006822672"	"7.10721217825981"	"6.39748231201087e-07"	"136"	"22"	"0.140702145217909"	"0.617990275526742"	"0.0383399898739667"
"AHCYL1"	"-1.09516796602806"	"0.334483420378448"	"0.00180119607037367"	"24"	"134"	"2.9896848067045"	"0.590923824959481"	"0.0398707439041014"
"AHNAK"	"-1.51485916030516"	"0.219839144745578"	"7.26625345804103e-05"	"12"	"146"	"4.54878043288109"	"0.60226904376013"	"0.0381248710955932"
"AK2"	"0.64582217417908"	"1.90755472696502"	"0.0473058231922271"	"77"	"81"	"0.524231355391323"	"0.585737439222042"	"0.0445468981966281"
"AK8"	"-0.787858201383672"	"0.454817881141906"	"0.0388177877335518"	"18"	"140"	"2.19868224505446"	"0.571961102106969"	"0.0404900901819605"
"AKAP3"	"-0.885110421146397"	"0.412668603422886"	"0.00677134009409175"	"82"	"76"	"2.42325195497182"	"0.620259319286872"	"0.0420371333842765"
"AKAP4"	"0.925956770125931"	"2.52428226320995"	"0.00712953902134911"	"130"	"28"	"0.39615221109559"	"0.557374392220421"	"0.0368936026961791"
"AKAP6"	"-1.03175904665113"	"0.356379520680534"	"0.00104172473065876"	"44"	"114"	"2.80599737630946"	"0.632739059967585"	"0.0439300803570485"
"AKIP1"	"0.698244571767835"	"2.01022081001841"	"0.0475419747177891"	"132"	"26"	"0.497457789222093"	"0.558995137763371"	"0.0384584322127076"
"AKR1C1"	"-0.773697175949797"	"0.46130438812262"	"0.0140008564014822"	"51"	"107"	"2.16776606888506"	"0.639870340356564"	"0.0420252891473122"
"AL121845.3"	"-0.659951164814811"	"0.516876575638658"	"0.0390554409335426"	"62"	"96"	"1.93469785076716"	"0.543598055105349"	"0.0447196605932114"
"AL160272.2"	"-1.03136233618213"	"0.356520928214395"	"0.0058919154698598"	"27"	"131"	"2.8048844285479"	"0.574878444084279"	"0.0385963166377067"
"AL365214.2"	"0.715207364291189"	"2.04461061753398"	"0.0325794419729278"	"126"	"32"	"0.489090681337704"	"0.544570502431118"	"0.0386224127364632"
"AL391628.1"	"0.613415524337206"	"1.84672818430581"	"0.0491844865426447"	"102"	"56"	"0.541498206665374"	"0.561912479740681"	"0.0444751335790579"
"AL445989.1"	"0.960728509688444"	"2.6135998128237"	"0.0470857095772531"	"150"	"8"	"0.382614046379049"	"0.534035656401945"	"0.0253338335867469"
"AL591806.2"	"1.10503620818705"	"3.01933379143005"	"0.00193877435337924"	"128"	"30"	"0.331198889913516"	"0.595623987034036"	"0.0407074199949664"
"AL669918.1"	"2.37553183625392"	"10.7567324853856"	"2.86939431140754e-05"	"152"	"6"	"0.0929650338853945"	"0.56936790923825"	"0.0338374001820082"
"ALDH9A1"	"-0.725702296528761"	"0.483984548903218"	"0.0185500999323287"	"49"	"109"	"2.0661816627538"	"0.618314424635332"	"0.0443781856228921"
"ALDOB"	"-0.804007233832528"	"0.447532000721159"	"0.00969425357522968"	"66"	"92"	"2.23447708407128"	"0.590923824959481"	"0.045665796305287"
"ALDOC"	"-1.44154870751456"	"0.236561110870236"	"0.000105130664529849"	"20"	"138"	"4.22723750459788"	"0.592382495948136"	"0.0375502557455452"
"ALG10B"	"1.0853481019473"	"2.96047018482913"	"0.0425077809446256"	"150"	"8"	"0.33778418209529"	"0.530145867098865"	"0.0248432583791949"
"ALG2"	"1.103966657696"	"3.01610618784097"	"0.00518122998424081"	"135"	"23"	"0.331553313351952"	"0.577633711507293"	"0.0391568930039953"
"ALG3"	"1.1595978604574"	"3.18865073570498"	"0.000250253065851014"	"104"	"54"	"0.313612271423295"	"0.632414910858995"	"0.0448635337895211"
"ALG6"	"1.27400480603589"	"3.5751416796638"	"0.00425448193541988"	"44"	"114"	"0.279709194656039"	"0.612641815235008"	"0.0282999617736932"
"ALKBH3"	"-0.636066171829516"	"0.529370787116213"	"0.0496911933705946"	"55"	"103"	"1.88903510419904"	"0.578930307941653"	"0.0451320847727694"
"ALOX5AP"	"-0.980058231005193"	"0.375289244745153"	"0.0102115613139125"	"18"	"140"	"2.66461140041215"	"0.556077795786062"	"0.0353912782891455"
"ALYREF"	"1.05443845976676"	"2.87036287702509"	"0.0020147991254051"	"129"	"29"	"0.348388006270629"	"0.611183144246353"	"0.0422632931179337"
"AMDHD1"	"-0.627229756939965"	"0.534069255256297"	"0.0400906489581537"	"59"	"99"	"1.87241633956275"	"0.577957860615883"	"0.045128624682654"
"AMPD3"	"-1.09519236744148"	"0.334475258609807"	"0.00432339341673314"	"19"	"139"	"2.98975776012953"	"0.568233387358185"	"0.0358585473770436"
"ANGPTL2"	"-0.737566108508331"	"0.478276573338114"	"0.0199384690953966"	"80"	"78"	"2.09084043782562"	"0.595461912479741"	"0.0426034247782854"
"ANGPTL5"	"-1.33576078289148"	"0.262958045355819"	"0.0281930837761292"	"3"	"155"	"3.80288801830293"	"0.53484602917342"	"0.0268487123042871"
"ANKFY1"	"-0.669845740130427"	"0.51178751997366"	"0.0305571272045352"	"72"	"86"	"1.95393588349217"	"0.612803889789303"	"0.0418493079335162"
"ANKLE2"	"0.847240052761584"	"2.33319845277215"	"0.00701141937728176"	"98"	"60"	"0.42859620398422"	"0.635980551053485"	"0.043888411586462"
"ANKRD20A1"	"0.77517584376072"	"2.17097384582651"	"0.0211721681318551"	"132"	"26"	"0.460622776235837"	"0.56547811993517"	"0.04049689584498"
"ANKRD24"	"-0.874877205263344"	"0.416913211283402"	"0.0105516847514756"	"32"	"126"	"2.39858074279214"	"0.578444084278768"	"0.0418765125319458"
"ANKRD29"	"-1.03061800314447"	"0.356786397306333"	"0.0208204479849952"	"9"	"149"	"2.80279743720558"	"0.529173419773096"	"0.0252145928021208"
"ANKRD36"	"-0.882310901808014"	"0.41382549577419"	"0.0047501060180644"	"67"	"91"	"2.4164775012936"	"0.620583468395462"	"0.042242979522604"
"ANKRD36C"	"-1.09458866842894"	"0.334677241955588"	"0.000625806307486961"	"56"	"102"	"2.98795339102472"	"0.611183144246353"	"0.0446273577309848"
"ANO2"	"2.23353446965061"	"9.3327943315705"	"0.0316327440700318"	"156"	"2"	"0.107149045020445"	"0.513938411669368"	"0.0139295035773304"
"ANPEP"	"1.79059768450985"	"5.9930333393543"	"0.000116838779202836"	"149"	"9"	"0.16686040997525"	"0.572447325769854"	"0.0328418432006976"
"ANXA1"	"0.716246851630834"	"2.04673706940384"	"0.0317327040323348"	"76"	"82"	"0.488582541914519"	"0.616693679092382"	"0.0399006310575376"
"ANXA7"	"-1.4398767099975"	"0.236956971306858"	"7.7666464220171e-06"	"63"	"95"	"4.22017547947558"	"0.722042139384117"	"0.0323212485623739"
"AP003108.2"	"-0.609948004624742"	"0.543379121541327"	"0.0490295049496455"	"67"	"91"	"1.8403357073482"	"0.559643435980551"	"0.0452837194267735"
"AP3S1"	"0.760692776447423"	"2.13975808114027"	"0.0147849845800291"	"101"	"57"	"0.467342550923842"	"0.624959481361426"	"0.043000232945344"
"AP3S2"	"-0.641927878020732"	"0.526276847836312"	"0.0408045678231372"	"64"	"94"	"1.90014058971302"	"0.587034035656402"	"0.0439708167953212"
"APEH"	"0.979154284074108"	"2.66220382143997"	"0.022549381307473"	"140"	"18"	"0.375628639680604"	"0.548946515397083"	"0.0325533636634196"
"APEX2"	"1.60306492469838"	"4.96823638339737"	"0.000483005151353893"	"147"	"11"	"0.201278667686134"	"0.556239870340357"	"0.0280952151070683"
"APH1A"	"1.08348158688649"	"2.95494957639422"	"0.0047897414898563"	"139"	"19"	"0.338415250124252"	"0.559319286871961"	"0.0331995849730922"
"APLN"	"1.06930504204639"	"2.91335413765803"	"0.00402203445628638"	"138"	"20"	"0.343246976766056"	"0.579578606158833"	"0.037868800306502"
"APOBEC3B"	"0.728210973282905"	"2.07137155181615"	"0.0346948461946269"	"65"	"93"	"0.482771909811744"	"0.56580226904376"	"0.0429805719371593"
"APOBEC3G"	"0.925736060073223"	"2.52372519021665"	"0.0156987147185704"	"53"	"105"	"0.396239655520558"	"0.571799027552674"	"0.0401556649838221"
"APOBR"	"0.840696002421589"	"2.31797973498292"	"0.0141244891840002"	"70"	"88"	"0.431410156399563"	"0.581361426256078"	"0.0437665954458628"
"APOE"	"-0.949226227818486"	"0.387040388705216"	"0.0019404899573356"	"51"	"107"	"2.58370968297481"	"0.645542949756888"	"0.0428428765754498"
"APOL1"	"0.629668195366957"	"1.87698768272079"	"0.0498591693382224"	"88"	"70"	"0.5327685467549"	"0.56645056726094"	"0.0449270376871793"
"APOL4"	"0.888307801524151"	"2.43101241317998"	"0.0045312795611086"	"93"	"65"	"0.411351252086743"	"0.636790923824959"	"0.0420928515742301"
"APPBP2"	"0.965850390674717"	"2.6270207007662"	"0.0453690729054933"	"150"	"8"	"0.380659352896739"	"0.522042139384117"	"0.0234768441181226"
"AQP10"	"0.686876117586001"	"1.9874971182059"	"0.0276848635314731"	"98"	"60"	"0.503145383628377"	"0.605348460291734"	"0.0441668531056321"
"AQP7"	"-0.823974651585569"	"0.438684566465228"	"0.0112604669254699"	"69"	"89"	"2.27954224161033"	"0.593517017828201"	"0.0439026852548483"
"ARAP3"	"1.30874071052273"	"3.70150950406399"	"0.000267750839724044"	"137"	"21"	"0.270160051973951"	"0.629011345218801"	"0.0419555586857745"
"ARF4"	"1.69201464344853"	"5.43041003208003"	"0.000186521042841245"	"142"	"16"	"0.184148157154344"	"0.596272285251216"	"0.0387524114324014"
"ARFGAP2"	"-0.687321429516939"	"0.502921376866195"	"0.0329395839829163"	"53"	"105"	"1.98838237147763"	"0.609076175040519"	"0.0436057121020459"
"ARHGAP11A"	"1.20482360604939"	"3.3361705458597"	"9.39170704181502e-05"	"111"	"47"	"0.299744868031712"	"0.673743922204214"	"0.0431701268462527"
"ARHGAP11B"	"0.811111870514862"	"2.25040875929702"	"0.01742011820918"	"71"	"87"	"0.44436371653316"	"0.587844408427877"	"0.0449340188241679"
"ARHGAP24"	"-0.908940344900731"	"0.40295098695103"	"0.00353984235570072"	"75"	"83"	"2.48169140263585"	"0.651701782820097"	"0.0406499418187386"
"ARHGAP32"	"-0.645281505615961"	"0.524514867441104"	"0.0408044583998352"	"60"	"98"	"1.90652365085206"	"0.577957860615883"	"0.0450050607283263"
"ARHGDIG"	"-0.857222636962546"	"0.424338990638334"	"0.00602622228569684"	"52"	"106"	"2.35660644452139"	"0.578606158833063"	"0.0444117195504896"
"ARHGEF17"	"-0.985030258408824"	"0.373427927430815"	"0.0271699768988679"	"11"	"147"	"2.67789291197368"	"0.532090761750405"	"0.0253832358426562"
"ARHGEF19"	"0.876773808055431"	"2.40313421442453"	"0.00513602490450755"	"118"	"40"	"0.416123241888704"	"0.632414910858995"	"0.0441802824227373"
"ARL1"	"0.812494586873639"	"2.25352258857766"	"0.0221337451560199"	"129"	"29"	"0.443749712147843"	"0.576012965964344"	"0.0403651034642385"
"ARL15"	"0.879797302168108"	"2.41041107179807"	"0.0355108015436244"	"142"	"16"	"0.414866995800032"	"0.543598055105349"	"0.0317742797209725"
"ARL2.SNX15"	"-0.729773532049228"	"0.48201813939059"	"0.0438585737397836"	"105"	"53"	"2.07461072163029"	"0.582333873581848"	"0.0385262792115766"
"ARL5C"	"-0.979883864874489"	"0.375354688184048"	"0.00227478036383998"	"65"	"93"	"2.6641468229369"	"0.623662884927066"	"0.0435547171105895"
"ARL6IP6"	"0.709764173158163"	"2.03351164546695"	"0.0302368537247011"	"109"	"49"	"0.491760154031658"	"0.590275526742301"	"0.04396355829748"
"ARMC4"	"-0.995591809615677"	"0.369504703387381"	"0.0175657350548851"	"11"	"147"	"2.70632549689529"	"0.564019448946515"	"0.0353042715705695"
"ARMC6"	"0.748763675048678"	"2.11438433392025"	"0.0197544731812203"	"124"	"34"	"0.472950912451151"	"0.59870340356564"	"0.0436192610560115"
"ARMC9"	"0.748578601298161"	"2.11399305309056"	"0.0459814896937028"	"51"	"107"	"0.473038451350655"	"0.625769854132901"	"0.0262722680953173"
"ARPC3"	"0.967545405578216"	"2.63147731595337"	"0.00625608644522597"	"62"	"96"	"0.380014676143125"	"0.594651539708266"	"0.0404368982297375"
"ARPC4"	"0.670571785400758"	"1.95535504452414"	"0.0493761313736479"	"121"	"37"	"0.51141607392501"	"0.570502431118314"	"0.0417204775738652"
"ARPP21"	"-1.18881447837547"	"0.304582138824045"	"0.000322594009695003"	"39"	"119"	"3.2831866105507"	"0.646839546191248"	"0.0429221860206794"
"ARSA"	"-0.666378186797054"	"0.513565250901651"	"0.0313347428188331"	"40"	"118"	"1.94717224003051"	"0.562398703403566"	"0.0428041458563551"
"ARSI"	"-0.801513126965422"	"0.448649586467214"	"0.0363152860038415"	"21"	"137"	"2.22891100351672"	"0.538897893030794"	"0.0323827146009678"
"ARSL"	"1.57532153171977"	"4.83229510450473"	"4.1532711807607e-05"	"130"	"28"	"0.20694100388608"	"0.619935170178282"	"0.0409859865916486"
"ART4"	"-0.768128123535774"	"0.463880583263531"	"0.0408471594013278"	"110"	"48"	"2.15572721963208"	"0.607131280388979"	"0.0312286613333793"
"ASAH2"	"1.18482152331734"	"3.27010313222103"	"0.0266014551353392"	"153"	"5"	"0.305800752932464"	"0.526094003241491"	"0.022343371623892"
"ASAP1"	"0.752384286043661"	"2.1220535723739"	"0.0246685931160792"	"120"	"38"	"0.471241637354762"	"0.56936790923825"	"0.0413092193604721"
"ASB12"	"2.38512213494666"	"10.8603890169551"	"0.0225756423569092"	"156"	"2"	"0.0920777329834879"	"0.514586709886548"	"0.0145397128498395"
"ASCC3"	"1.51173505970377"	"4.53459176015576"	"0.0425935073347393"	"155"	"3"	"0.220527018283483"	"0.519773095623987"	"0.0164586520086398"
"ASF1B"	"0.959990839673583"	"2.6116725495405"	"0.00304883673435513"	"88"	"70"	"0.382896393414995"	"0.617179902755267"	"0.0445158162751577"
"ASIC4"	"-0.889163312508298"	"0.410999487063116"	"0.0381178276564653"	"124"	"34"	"2.43309306088364"	"0.555915721231767"	"0.0317539028273888"
"ASPH"	"-0.89390179702732"	"0.40905657921111"	"0.0338757809767703"	"21"	"137"	"2.44464959328746"	"0.558508914100486"	"0.0373881494524493"
"ASPM"	"1.01559741999208"	"2.76101238875646"	"0.00230847114927928"	"85"	"73"	"0.362185988035494"	"0.642625607779579"	"0.0425723089450737"
"ATAD2"	"1.56413761206563"	"4.77855219269403"	"2.07847241190989e-06"	"110"	"48"	"0.209268405926152"	"0.675202593192869"	"0.0440749813909291"
"ATAD5"	"0.69636999880578"	"2.00645603421611"	"0.0242919882745336"	"88"	"70"	"0.498391184729191"	"0.594165316045381"	"0.0469628994842232"
"ATG9B"	"0.897438279792761"	"2.45331035974084"	"0.00351466301178186"	"109"	"49"	"0.407612512631967"	"0.628525121555916"	"0.0441789071270661"
"ATIC"	"0.821967335420803"	"2.27497106904966"	"0.0309799605663963"	"142"	"16"	"0.439566029478229"	"0.529173419773096"	"0.0273876039181146"
"ATP11A"	"0.704022626190014"	"2.02186959651168"	"0.04434917681076"	"119"	"39"	"0.494591739113786"	"0.56418152350081"	"0.0412236034782185"
"ATP11C"	"0.747007916332255"	"2.11067524228392"	"0.0147367310664492"	"109"	"49"	"0.473782029545162"	"0.610858995137763"	"0.0448264177698684"
"ATP13A4"	"-1.04999679829576"	"0.349938869510123"	"0.00125666031401316"	"37"	"121"	"2.85764196872412"	"0.615072933549433"	"0.0436670219445392"
"ATP1B2"	"1.03730981133815"	"2.82161611532786"	"0.030941549111741"	"145"	"13"	"0.354406821880447"	"0.566936790923825"	"0.0366764874565483"
"ATP1B3"	"0.974427430455296"	"2.64964966787062"	"0.00397818830639124"	"131"	"27"	"0.377408384257699"	"0.596758508914101"	"0.0413352851132669"
