"ID"	"Beta"	"HR"	"P-value"	"GP1"	"GP2"	"Hr-Inv-lst"	"Concordance"	"Std_Error"
"ACTA1"	"-0.834099773537213"	"0.434265242583079"	"0.0217150694957111"	"24"	"134"	"2.30274012732827"	"0.550676911818514"	"0.0378150774730858"
"ACTL6A"	"1.01772124941641"	"2.76688253950156"	"0.00366849552171009"	"121"	"37"	"0.361417583046422"	"0.587449688986462"	"0.0438694142055708"
"ACTN4"	"0.949078622352816"	"2.58332834144864"	"0.0379285099810638"	"42"	"116"	"0.387097522198528"	"0.560373216245884"	"0.0360010554432042"
"ACTR10"	"-0.800391755557878"	"0.449152971473512"	"0.0184985578347887"	"87"	"71"	"2.22641296732237"	"0.617636297109404"	"0.0421042094761468"
"ACTR3"	"1.08520258871271"	"2.96003942857777"	"0.00409358822370466"	"132"	"26"	"0.337833337740531"	"0.581229418221734"	"0.0413170186234501"
"ACTR6"	"-0.844828494565648"	"0.429631035949924"	"0.0204087177523514"	"29"	"129"	"2.32757858795973"	"0.585437248444932"	"0.044265155789621"
"ACVR2B"	"-0.703855709793768"	"0.494674301474806"	"0.0309666513634437"	"46"	"112"	"2.02153214148912"	"0.6335528723015"	"0.0468926703655559"
"ACYP2"	"-0.804002993392203"	"0.447533898457925"	"0.0369178369554875"	"20"	"138"	"2.23446760892464"	"0.552140504939627"	"0.0376405202107281"
"ADAM10"	"0.982657209922687"	"2.67154567638042"	"0.00487349100685494"	"131"	"27"	"0.374315142294278"	"0.561470911086718"	"0.0410760037162411"
"ADAM12"	"1.62148357020362"	"5.06059249442146"	"6.8534303935716e-06"	"136"	"22"	"0.197605320148253"	"0.618002195389682"	"0.0411898579398858"
"ADAM15"	"0.806681382179284"	"2.24046040384826"	"0.0165917872318592"	"76"	"82"	"0.446336832502096"	"0.616538602268569"	"0.041982946553201"
"ADAM19"	"0.82663653563988"	"2.28561820191766"	"0.0106242081412262"	"115"	"43"	"0.437518391812328"	"0.626051957555799"	"0.046329965629312"
"ADAM32"	"-0.646660311708878"	"0.523792161496226"	"0.0454320349259917"	"52"	"106"	"1.90915419036336"	"0.594218807171606"	"0.0472271431151026"
"ADAMTS12"	"-0.694476364848761"	"0.499335849342683"	"0.0404994071290308"	"39"	"119"	"2.00266013609154"	"0.641785583607757"	"0.046834612926384"
"ADAMTS18"	"0.984970719654158"	"2.67773347831086"	"0.00271560684525155"	"100"	"58"	"0.37345016152646"	"0.571533113794365"	"0.0474888293042477"
"ADAMTS19"	"-1.0265523456495"	"0.358239921359949"	"0.0154422589673508"	"17"	"141"	"2.79142535595643"	"0.556165386022686"	"0.0361360427286452"
"ADAMTS6"	"-0.624216244991392"	"0.535681106785496"	"0.0489217161766071"	"64"	"94"	"1.8667822839614"	"0.628979143798024"	"0.045776869536283"
"ADAMTS7"	"1.53930793236242"	"4.66136317583185"	"9.18601810553095e-06"	"129"	"29"	"0.214529519000961"	"0.636845956824003"	"0.0437616141475764"
"ADCY2"	"-1.12968457243827"	"0.323135166086397"	"0.00148281893985016"	"34"	"124"	"3.09468019872721"	"0.652762532016099"	"0.0447763906086792"
"ADD1"	"-0.955915278032163"	"0.384460095586479"	"0.00345008995767933"	"74"	"84"	"2.60105017784626"	"0.67563117453348"	"0.0367567691050694"
"ADD3"	"-0.98600993145027"	"0.37306226929934"	"0.00305129320068173"	"72"	"86"	"2.68051765695344"	"0.636663007683864"	"0.0417486173763405"
"ADGRB3"	"-2.46482449848382"	"0.0850237628616703"	"0.0164585901278906"	"133"	"25"	"11.7614178241788"	"0.585986095865349"	"0.0183248095157176"
"ADGRE5"	"1.48829929702385"	"4.42955575071953"	"1.5761378448362e-05"	"131"	"27"	"0.225756273603185"	"0.676728869374314"	"0.0449956978409961"
"ADGRG7"	"1.09582679622049"	"2.99165515031064"	"0.00107792403430953"	"107"	"51"	"0.33426312517877"	"0.631540431759971"	"0.0447782710173977"
"ADGRV1"	"-0.903675304612199"	"0.405078134977837"	"0.0114081740435295"	"81"	"77"	"2.4686595341778"	"0.623673618733992"	"0.0370997183298272"
"ADH4"	"1.0814555262949"	"2.94896873033152"	"0.00238443104603277"	"74"	"84"	"0.33910159497947"	"0.644895718990121"	"0.0366506231241952"
"ADH6"	"0.66114886966231"	"1.93701643597467"	"0.0382776423954658"	"106"	"52"	"0.516257880639416"	"0.58397365532382"	"0.0465933049097349"
"ADHFE1"	"-1.13418991811497"	"0.321682605064663"	"0.000771453467787642"	"38"	"120"	"3.10865425812808"	"0.630808635199415"	"0.0462801709201469"
"ADORA2B"	"0.807269942747037"	"2.24177943862343"	"0.0361077658990394"	"56"	"102"	"0.446074213533715"	"0.583058909623125"	"0.0398479411569493"
"ADRB2"	"-1.44138955304553"	"0.236598763624454"	"0.0190387956765186"	"7"	"151"	"4.22656477439277"	"0.55543358946213"	"0.0354587210071002"
"ADSS2"	"0.665967602072164"	"1.94637292495653"	"0.0396928122493776"	"78"	"80"	"0.513776156243199"	"0.61836809366996"	"0.0431101720474176"
"AEN"	"1.12061212392967"	"3.06673084820283"	"0.00380337532818536"	"140"	"18"	"0.32608013206833"	"0.565129893889499"	"0.0361479119318431"
"AFAP1L1"	"1.59233890558506"	"4.91523175747471"	"9.21579081862556e-06"	"136"	"22"	"0.203449206332799"	"0.633369923161361"	"0.0432548188804671"
"AFG3L2"	"-1.16296298333815"	"0.312558701283758"	"0.0175093627557844"	"11"	"147"	"3.19939901174642"	"0.558909623124771"	"0.0363197881131354"
"AGAP4"	"-0.799144210405137"	"0.449713659755167"	"0.0176072092595197"	"41"	"117"	"2.22363714845669"	"0.590925722649104"	"0.0455612857175573"
"AHCYL1"	"-1.08234134986742"	"0.338801343797578"	"0.00823306112189096"	"17"	"141"	"2.95158215369259"	"0.583241858763264"	"0.0413284429786919"
"AHNAK"	"-0.822209477028475"	"0.439459605138574"	"0.0178338664237728"	"28"	"130"	"2.27552200090079"	"0.612879619465789"	"0.0459239013093779"
"AIF1"	"-1.17440752159531"	"0.309002002477614"	"0.0301156770026652"	"9"	"149"	"3.23622498230395"	"0.544090742773509"	"0.0298139186919451"
"AKAP3"	"-1.10579786521482"	"0.330946725994823"	"0.0026864699916231"	"97"	"61"	"3.021634364244"	"0.666300768386389"	"0.0258484706966379"
"AKAP8L"	"-1.40734508754306"	"0.244792323388429"	"0.0211130176736723"	"6"	"152"	"4.08509542357352"	"0.547932674716429"	"0.033569136930183"
"AKIP1"	"1.07126219462089"	"2.91906159957404"	"0.0283503112119297"	"149"	"9"	"0.342575847027662"	"0.529271862422247"	"0.022987294571025"
"AKIRIN2"	"-0.902894107348506"	"0.405394704544003"	"0.0112620824496927"	"42"	"116"	"2.466731777182"	"0.611781924624954"	"0.0453791335886703"
"AKR1B1"	"0.956267603418633"	"2.60196675531267"	"0.0073605271441353"	"75"	"83"	"0.384324664394044"	"0.622575923893158"	"0.0429163975084402"
"AL139353.1"	"2.64482246528762"	"14.0809450046842"	"0.0121761450867309"	"157"	"1"	"0.0710179607737502"	"0.516831320892792"	"0.0165313474274429"
"AL441992.2"	"-0.746733422686513"	"0.473912097552343"	"0.018800192690499"	"49"	"109"	"2.11009595485068"	"0.59348701061105"	"0.0467599444919909"
"AL591806.2"	"1.13159135039309"	"3.10058669610728"	"0.0015474783728304"	"130"	"28"	"0.322519606129859"	"0.602268569337724"	"0.0429219457075214"
"AL669918.1"	"2.49054595272128"	"12.0678628048103"	"1.58723734650141e-05"	"152"	"6"	"0.082864714007305"	"0.577936333699232"	"0.0372788262440326"
"ALB"	"-1.82896989151497"	"0.160578896290985"	"1.2483651005256e-06"	"22"	"136"	"6.22746838530948"	"0.658068057080132"	"0.044082613617135"
"ALDH1A2"	"-1.40063138976293"	"0.246441314285974"	"0.00847868953005931"	"120"	"38"	"4.05776118706942"	"0.622392974753019"	"0.024894963476475"
"ALDH2"	"-0.709790616673574"	"0.491747150336379"	"0.0273189980148553"	"44"	"114"	"2.03356541937447"	"0.61251372118551"	"0.046769390879099"
"ALDH3A1"	"1.11742569320512"	"3.05697447506272"	"0.00852345011574204"	"48"	"110"	"0.327120820980844"	"0.63172338090011"	"0.0262352851235766"
"ALDH5A1"	"-0.703321854568417"	"0.494938456439475"	"0.0276438844435978"	"50"	"108"	"2.02045322401067"	"0.631357482619832"	"0.0466657629999169"
"ALDOC"	"-1.24821074975893"	"0.287017884521267"	"0.000250505819788574"	"65"	"93"	"3.48410344417371"	"0.676362971094036"	"0.0400919630484904"
"ALG1"	"0.95446052610807"	"2.59726904606657"	"0.00795899130596487"	"120"	"38"	"0.385019796664673"	"0.600256128796195"	"0.0451546370720657"
"ALG3"	"1.09911205803349"	"3.00149968281269"	"0.000888865702938031"	"99"	"59"	"0.333166785166175"	"0.637577753384559"	"0.0461956708551397"
"ALG5"	"1.60491743759038"	"4.97744863562156"	"0.00325204644892385"	"150"	"8"	"0.20090614152066"	"0.547383827296012"	"0.0286297385572872"
"ALG6"	"3.59118287838313"	"36.2769617910032"	"1.40188141044534e-05"	"156"	"2"	"0.0275657042549799"	"0.546286132455177"	"0.0308528886632938"
"ALPK1"	"0.695480891721736"	"2.00467287277047"	"0.0433263723143224"	"116"	"42"	"0.498834504912513"	"0.572081961214782"	"0.0451923457221357"
"ALX1"	"0.802645434490606"	"2.23143624562448"	"0.0162675439662571"	"75"	"83"	"0.448141864667141"	"0.603915111598975"	"0.0435612762965614"
"AMER2"	"-1.18073406859184"	"0.307053257699532"	"0.00624869328031585"	"18"	"140"	"3.25676401381337"	"0.582327113062569"	"0.039533894849501"
"AMOT"	"-0.78427949784287"	"0.45644845543432"	"0.0211275224775923"	"35"	"123"	"2.19082787573129"	"0.590010976948408"	"0.0462298834549867"
"AMY1A"	"1.16722701006438"	"3.2130704616398"	"0.0204176673680144"	"143"	"15"	"0.311228780052849"	"0.547017929015734"	"0.0330398716141693"
"ANG"	"1.10248726169799"	"3.01164747133399"	"0.00369607715572555"	"66"	"92"	"0.332044174996703"	"0.593852908891328"	"0.0453748789222088"
"ANGPT2"	"1.2901698255998"	"3.63340354829765"	"0.00232939429602863"	"145"	"13"	"0.275224039033189"	"0.567874130991584"	"0.0361986939559043"
